year,type,discipline,event,noc,medal
1972,Summer,Athletics,"100 metres, Women (Olympic)",GDR,Gold
1972,Summer,Athletics,"200 metres, Women (Olympic)",GDR,Gold
1976,Summer,Athletics,"100 metres, Women (Olympic)",GDR,Silver
1976,Summer,Athletics,"200 metres, Women (Olympic)",GDR,Bronze
1988,Summer,Athletics,"400 metres, Women (Olympic)",GDR,Silver
1980,Summer,Athletics,"100 metres, Women (Olympic)",GDR,Silver
1972,Summer,Athletics,"Pentathlon, Women (Olympic)",GDR,Bronze
1976,Summer,Athletics,"Pentathlon, Women (Olympic)",GDR,Bronze
1964,Summer,Athletics,"80 metres Hurdles, Women (Olympic)",GER,Gold
1972,Summer,Athletics,"100 metres Hurdles, Women (Olympic)",GDR,Bronze
1976,Summer,Athletics,"800 metres, Women (Olympic)",GDR,Bronze
1976,Summer,Athletics,"100 metres Hurdles, Women (Olympic)",GDR,Gold
1980,Summer,Athletics,"100 metres Hurdles, Women (Olympic)",GDR,Silver
1980,Summer,Athletics,"Shot Put, Women (Olympic)",GDR,Gold
1976,Summer,Athletics,"Discus Throw, Women (Olympic)",GDR,Gold
1980,Summer,Athletics,"Discus Throw, Women (Olympic)",GDR,Gold
1976,Summer,Athletics,"Long Jump, Women (Olympic)",GDR,Gold
1976,Summer,Athletics,"Pentathlon, Women (Olympic)",GDR,Gold
1980,Summer,Athletics,"1,500 metres, Women (Olympic)",GDR,Silver
1976,Summer,Athletics,"400 metres, Women (Olympic)",GDR,Bronze
1956,Summer,Athletics,"100 metres, Women (Olympic)",GER,Silver
1956,Summer,Athletics,"200 metres, Women (Olympic)",GER,Silver
1972,Summer,Athletics,"Javelin Throw, Women (Olympic)",GDR,Silver
1976,Summer,Athletics,"High Jump, Women (Olympic)",GDR,Gold
1972,Summer,Athletics,"400 metres, Women (Olympic)",GDR,Gold
1976,Summer,Athletics,"3,000 metres Steeplechase, Men (Olympic)",GDR,Bronze
1980,Summer,Athletics,"400 metres Hurdles, Men (Olympic)",GDR,Gold
1980,Summer,Athletics,"4 × 400 metres Relay, Men (Olympic)",GDR,Silver
1968,Summer,Athletics,"Long Jump, Men (Olympic)",GDR,Silver
1972,Summer,Athletics,"Shot Put, Men (Olympic)",GDR,Bronze
1976,Summer,Athletics,"Marathon, Men (Olympic)",GDR,Gold
1980,Summer,Athletics,"Marathon, Men (Olympic)",GDR,Gold
1980,Summer,Athletics,"Long Jump, Men (Olympic)",GDR,Gold
1972,Summer,Athletics,"Triple Jump, Men (Olympic)",GDR,Silver
1980,Summer,Athletics,"High Jump, Men (Olympic)",GDR,Bronze
1972,Summer,Athletics,"20 kilometres Race Walk, Men (Olympic)",GDR,Gold
1976,Summer,Athletics,"20 kilometres Race Walk, Men (Olympic)",GDR,Bronze
1960,Summer,Athletics,"5,000 metres, Men (Olympic)",GER,Silver
1960,Summer,Athletics,"10,000 metres, Men (Olympic)",GER,Silver
1980,Summer,Athletics,"Javelin Throw, Men (Olympic)",GDR,Bronze
1968,Summer,Athletics,"50 kilometres Race Walk, Men (Olympic)",GDR,Gold
1972,Summer,Athletics,"High Jump, Men (Olympic)",GDR,Silver
1976,Summer,Athletics,"4 × 100 metres Relay, Men (Olympic)",GDR,Silver
1960,Summer,Athletics,"Javelin Throw, Men (Olympic)",GER,Silver
1988,Summer,Athletics,"5,000 metres, Men (Olympic)",GDR,Bronze
1964,Summer,Athletics,"20 kilometres Race Walk, Men (Olympic)",GER,Silver
1968,Summer,Athletics,"Discus Throw, Men (Olympic)",GDR,Silver
1980,Summer,Athletics,"110 metres Hurdles, Men (Olympic)",GDR,Gold
1968,Summer,Athletics,"Pole Vault, Men (Olympic)",GDR,Bronze
1972,Summer,Athletics,"Pole Vault, Men (Olympic)",GDR,Gold
1980,Summer,Athletics,"Long Jump, Men (Olympic)",GDR,Silver
1972,Summer,Athletics,"20 kilometres Race Walk, Men (Olympic)",GDR,Bronze
1976,Summer,Athletics,"20 kilometres Race Walk, Men (Olympic)",GDR,Silver
1956,Summer,Athletics,"1,500 metres, Men (Olympic)",GER,Silver
1972,Summer,Athletics,"Hammer Throw, Men (Olympic)",GDR,Silver
1980,Summer,Athletics,"400 metres, Men (Olympic)",GDR,Bronze
1988,Summer,Athletics,"Decathlon, Men (Olympic)",GDR,Gold
1976,Summer,Athletics,"Discus Throw, Men (Olympic)",GDR,Silver
1980,Summer,Athletics,"1,500 metres, Men (Olympic)",GDR,Silver
1988,Summer,Athletics,"Decathlon, Men (Olympic)",GDR,Silver
1976,Summer,Athletics,"Long Jump, Men (Olympic)",GDR,Bronze
1980,Summer,Athletics,"High Jump, Men (Olympic)",GDR,Gold
1980,Summer,Athletics,"20 kilometres Race Walk, Men (Olympic)",GDR,Bronze
1992,Summer,Athletics,"High Jump, Women (Olympic)",ROU,Silver
1928,Summer,Athletics,"800 metres, Women (Olympic)",GER,Gold
1968,Summer,Athletics,"Pentathlon, Women (Olympic)",FRG,Gold
1972,Summer,Athletics,"4 × 100 metres Relay, Women (Olympic)",FRG,Gold
1976,Summer,Athletics,"Javelin Throw, Women (Olympic)",FRG,Silver
1960,Summer,Athletics,"4 × 100 metres Relay, Women (Olympic)",GER,Silver
1932,Summer,Athletics,"Javelin Throw, Women (Olympic)",GER,Silver
1992,Summer,Athletics,"Heptathlon, Women (Olympic)",GER,Bronze
1996,Summer,Athletics,"4 × 400 metres Relay, Women (Olympic)",GER,Bronze
1984,Summer,Athletics,"4 × 400 metres Relay, Women (Olympic)",FRG,Bronze
1972,Summer,Athletics,"4 × 400 metres Relay, Women (Olympic)",FRG,Bronze
1988,Summer,Athletics,"100 metres, Women (Olympic)",GDR,Bronze
1988,Summer,Athletics,"200 metres, Women (Olympic)",GDR,Bronze
1988,Summer,Athletics,"Long Jump, Women (Olympic)",GDR,Silver
1992,Summer,Athletics,"Long Jump, Women (Olympic)",GER,Gold
2000,Summer,Athletics,"Long Jump, Women (Olympic)",GER,Gold
1988,Summer,Athletics,"Marathon, Women (Olympic)",GDR,Bronze
1984,Summer,Athletics,"Heptathlon, Women (Olympic)",FRG,Bronze
1988,Summer,Athletics,"Javelin Throw, Women (Olympic)",GDR,Gold
1932,Summer,Athletics,"Javelin Throw, Women (Olympic)",GER,Bronze
1936,Summer,Athletics,"Javelin Throw, Women (Olympic)",GER,Gold
1992,Summer,Athletics,"Javelin Throw, Women (Olympic)",GER,Bronze
1988,Summer,Athletics,"800 metres, Women (Olympic)",GDR,Gold
1960,Summer,Athletics,"200 metres, Women (Olympic)",GER,Silver
1988,Summer,Athletics,"Discus Throw, Women (Olympic)",GDR,Gold
1976,Summer,Athletics,"100 metres, Women (Olympic)",FRG,Bronze
1976,Summer,Athletics,"4 × 100 metres Relay, Women (Olympic)",FRG,Silver
1928,Summer,Athletics,"4 × 100 metres Relay, Women (Olympic)",GER,Bronze
1976,Summer,Athletics,"100 metres, Women (Olympic)",FRG,Gold
1976,Summer,Athletics,"200 metres, Women (Olympic)",FRG,Silver
1972,Summer,Athletics,"800 metres, Women (Olympic)",FRG,Gold
1972,Summer,Athletics,"400 metres, Women (Olympic)",FRG,Silver
1936,Summer,Athletics,"High Jump, Women (Olympic)",GER,Bronze
1952,Summer,Athletics,"4 × 100 metres Relay, Women (Olympic)",GER,Silver
1936,Summer,Athletics,"100 metres, Women (Olympic)",GER,Bronze
1936,Summer,Athletics,"Javelin Throw, Women (Olympic)",GER,Silver
1996,Summer,Athletics,"Shot Put, Women (Olympic)",GER,Gold
2000,Summer,Athletics,"Shot Put, Women (Olympic)",GER,Bronze
1984,Summer,Athletics,"Shot Put, Women (Olympic)",FRG,Gold
1936,Summer,Athletics,"Discus Throw, Women (Olympic)",GER,Gold
1972,Summer,Athletics,"High Jump, Women (Olympic)",FRG,Gold
1984,Summer,Athletics,"High Jump, Women (Olympic)",FRG,Gold
1936,Summer,Athletics,"Discus Throw, Women (Olympic)",GER,Bronze
1988,Summer,Athletics,"Shot Put, Women (Olympic)",GDR,Silver
1992,Summer,Athletics,"Shot Put, Women (Olympic)",GER,Bronze
2004,Summer,Athletics,"Javelin Throw, Women (Olympic)",GER,Silver
1992,Summer,Athletics,"High Jump, Women (Olympic)",GER,Gold
1988,Summer,Athletics,"100 metres Hurdles, Women (Olympic)",FRG,Bronze
1992,Summer,Athletics,"Javelin Throw, Women (Olympic)",GER,Gold
1960,Summer,Athletics,"4 × 100 metres Relay, Women (Olympic)",POL,Bronze
1964,Summer,Athletics,"4 × 100 metres Relay, Women (Olympic)",POL,Gold
1972,Summer,Athletics,"Long Jump, Women (Olympic)",FRG,Gold
1972,Summer,Athletics,"Pentathlon, Women (Olympic)",FRG,Silver
1952,Summer,Athletics,"80 metres Hurdles, Women (Olympic)",GER,Bronze
1936,Summer,Athletics,"80 metres Hurdles, Women (Olympic)",GER,Silver
1988,Summer,Athletics,"800 metres, Women (Olympic)",GDR,Silver
1952,Summer,Athletics,"Shot Put, Women (Olympic)",GER,Silver
1956,Summer,Athletics,"Shot Put, Women (Olympic)",GER,Bronze
1968,Summer,Athletics,"Discus Throw, Women (Olympic)",FRG,Silver
1996,Summer,Athletics,"Discus Throw, Women (Olympic)",GER,Gold
1988,Summer,Athletics,"5,000 metres, Men (Olympic)",FRG,Silver
1992,Summer,Athletics,"5,000 metres, Men (Olympic)",GER,Gold
1972,Summer,Athletics,"Long Jump, Men (Olympic)",FRG,Silver
1968,Summer,Athletics,"Decathlon, Men (Olympic)",FRG,Bronze
1964,Summer,Athletics,"Hammer Throw, Men (Olympic)",GER,Bronze
1976,Summer,Athletics,"Shot Put, Men (Olympic)",GDR,Gold
1980,Summer,Athletics,"Shot Put, Men (Olympic)",GDR,Bronze
1936,Summer,Athletics,"Hammer Throw, Men (Olympic)",GER,Silver
1932,Summer,Athletics,"4 × 100 metres Relay, Men (Olympic)",GER,Silver
1936,Summer,Athletics,"4 × 100 metres Relay, Men (Olympic)",GER,Bronze
1908,Summer,Athletics,"800 metres, Men (Olympic)",GER,Bronze
1908,Summer,Athletics,"1,600 metres Medley Relay, Men (Olympic)",GER,Silver
1912,Summer,Athletics,"400 metres, Men (Olympic)",GER,Silver
1996,Summer,Athletics,"Decathlon, Men (Olympic)",GER,Silver
1928,Summer,Athletics,"400 metres, Men (Olympic)",GER,Bronze
1928,Summer,Athletics,"4 × 100 metres Relay, Men (Olympic)",GER,Silver
1960,Summer,Athletics,"4 × 100 metres Relay, Men (Olympic)",GER,Gold
1984,Summer,Athletics,"Discus Throw, Men (Olympic)",FRG,Gold
1988,Summer,Athletics,"Discus Throw, Men (Olympic)",FRG,Bronze
1988,Summer,Athletics,"4 × 400 metres Relay, Men (Olympic)",FRG,Bronze
1936,Summer,Athletics,"3,000 metres Steeplechase, Men (Olympic)",GER,Bronze
1932,Summer,Athletics,"Decathlon, Men (Olympic)",GER,Bronze
1972,Summer,Athletics,"4 × 100 metres Relay, Men (Olympic)",FRG,Bronze
1928,Summer,Athletics,"800 metres, Men (Olympic)",GER,Bronze
1928,Summer,Athletics,"4 × 400 metres Relay, Men (Olympic)",GER,Silver
1992,Summer,Athletics,"Marathon, Men (Olympic)",GER,Bronze
1956,Summer,Athletics,"4 × 100 metres Relay, Men (Olympic)",GER,Bronze
1980,Summer,Athletics,"50 kilometres Race Walk, Men (Olympic)",GDR,Gold
1988,Summer,Athletics,"50 kilometres Race Walk, Men (Olympic)",GDR,Bronze
1952,Summer,Athletics,"4 × 400 metres Relay, Men (Olympic)",GER,Bronze
1936,Summer,Athletics,"4 × 400 metres Relay, Men (Olympic)",GER,Bronze
1960,Summer,Athletics,"100 metres, Men (Olympic)",GER,Gold
1936,Summer,Athletics,"Hammer Throw, Men (Olympic)",GER,Gold
1968,Summer,Athletics,"400 metres Hurdles, Men (Olympic)",FRG,Silver
1968,Summer,Athletics,"4 × 400 metres Relay, Men (Olympic)",FRG,Bronze
1988,Summer,Athletics,"1,500 metres, Men (Olympic)",GDR,Bronze
1976,Summer,Athletics,"4 × 400 metres Relay, Men (Olympic)",FRG,Bronze
1976,Summer,Athletics,"5,000 metres, Men (Olympic)",FRG,Bronze
1984,Summer,Athletics,"Decathlon, Men (Olympic)",FRG,Silver
1928,Summer,Athletics,"Shot Put, Men (Olympic)",GER,Bronze
1964,Summer,Athletics,"Decathlon, Men (Olympic)",GER,Gold
1956,Summer,Athletics,"400 metres, Men (Olympic)",GER,Silver
1932,Summer,Athletics,"100 metres, Men (Olympic)",GER,Bronze
1960,Summer,Athletics,"4 × 400 metres Relay, Men (Olympic)",GER,Silver
1972,Summer,Athletics,"50 kilometres Race Walk, Men (Olympic)",FRG,Gold
1960,Summer,Athletics,"400 metres, Men (Olympic)",GER,Silver
1976,Summer,Athletics,"Decathlon, Men (Olympic)",FRG,Silver
1928,Summer,Athletics,"200 metres, Men (Olympic)",GER,Bronze
1928,Summer,Athletics,"100 metres, Men (Olympic)",GER,Bronze
1964,Summer,Athletics,"Pole Vault, Men (Olympic)",GER,Bronze
1912,Summer,Athletics,"High Jump, Men (Olympic)",GER,Silver
1936,Summer,Athletics,"Long Jump, Men (Olympic)",GER,Silver
1952,Summer,Athletics,"1,500 metres, Men (Olympic)",GER,Bronze
1984,Summer,Athletics,"High Jump, Men (Olympic)",FRG,Gold
1964,Summer,Athletics,"5,000 metres, Men (Olympic)",GER,Silver
1984,Summer,Athletics,"Hammer Throw, Men (Olympic)",FRG,Bronze
1964,Summer,Athletics,"Pole Vault, Men (Olympic)",GER,Silver
1996,Summer,Athletics,"Discus Throw, Men (Olympic)",GER,Gold
2000,Summer,Athletics,"Discus Throw, Men (Olympic)",GER,Silver
1984,Summer,Athletics,"Hammer Throw, Men (Olympic)",FRG,Silver
1952,Summer,Athletics,"5,000 metres, Men (Olympic)",GER,Bronze
1968,Summer,Athletics,"Pole Vault, Men (Olympic)",FRG,Silver
1984,Summer,Athletics,"400 metres Hurdles, Men (Olympic)",FRG,Bronze
1896,Summer,Athletics,"Horse Vault, Men (Olympic)",GER,Gold
1896,Summer,Athletics,"Parallel Bars, Teams, Men (Olympic)",GER,Gold
1896,Summer,Athletics,"Horizontal Bar, Teams, Men (Olympic)",GER,Gold
1896,Summer,Athletics,"Unlimited Class, Greco-Roman, Men (Olympic)",GER,Gold
1976,Winter,Bobsleigh (Bobsleigh),"Two, Men (Olympic)",FRG,Silver
1976,Winter,Bobsleigh (Bobsleigh),"Four, Men (Olympic)",FRG,Bronze
1988,Summer,Athletics,"Discus Throw, Men (Olympic)",GDR,Gold
1992,Summer,Athletics,"Discus Throw, Men (Olympic)",GER,Silver
1996,Summer,Athletics,"110 metres Hurdles, Men (Olympic)",GER,Bronze
1952,Summer,Athletics,"Hammer Throw, Men (Olympic)",GER,Silver
1936,Summer,Athletics,"Shot Put, Men (Olympic)",GER,Bronze
1936,Summer,Athletics,"Javelin Throw, Men (Olympic)",GER,Gold
1988,Summer,Athletics,"Shot Put, Men (Olympic)",GDR,Gold
1996,Summer,Athletics,"Pole Vault, Men (Olympic)",GER,Bronze
1968,Summer,Athletics,"1,500 metres, Men (Olympic)",FRG,Bronze
1952,Summer,Athletics,"800 metres, Men (Olympic)",GER,Bronze
1964,Summer,Athletics,"Decathlon, Men (Olympic)",GER,Bronze
1968,Summer,Athletics,"Decathlon, Men (Olympic)",FRG,Silver
1988,Summer,Athletics,"20 kilometres Race Walk, Men (Olympic)",GDR,Silver
1988,Summer,Athletics,"50 kilometres Race Walk, Men (Olympic)",GDR,Silver
1992,Summer,Athletics,"50 kilometres Race Walk, Men (Olympic)",GER,Bronze
1904,Summer,Athletics,"High Jump, Men (Olympic)",GER,Bronze
1976,Summer,Athletics,"1,500 metres, Men (Olympic)",FRG,Bronze
1984,Summer,Athletics,"Decathlon, Men (Olympic)",FRG,Bronze
1936,Summer,Athletics,"Shot Put, Men (Olympic)",GER,Gold
1972,Summer,Athletics,"Javelin Throw, Men (Olympic)",FRG,Gold
1996,Summer,Athletics,"High Jump, Women (Olympic)",GRE,Silver
2000,Summer,Athletics,"Discus Throw, Women (Olympic)",GRE,Silver
2004,Summer,Athletics,"Discus Throw, Women (Olympic)",GRE,Silver
1992,Summer,Athletics,"100 metres Hurdles, Women (Olympic)",GRE,Gold
2000,Summer,Athletics,"100 metres, Women (Olympic)",GRE,Silver
1896,Summer,Athletics,"Pole Vault, Men (Olympic)",GRE,Bronze
1908,Summer,Athletics,"Javelin Throw, Freestyle, Men (Olympic)",GRE,Silver
1904,Summer,Athletics,"Discus Throw, Men (Olympic)",GRE,Bronze
1896,Summer,Athletics,"800 metres, Men (Olympic)",GRE,Bronze
1896,Summer,Athletics,"Shot Put, Men (Olympic)",GRE,Silver
1896,Summer,Athletics,"Marathon, Men (Olympic)",GRE,Gold
1896,Summer,Athletics,"Shot Put, Men (Olympic)",GRE,Bronze
1896,Summer,Athletics,"Discus Throw, Men (Olympic)",GRE,Silver
1896,Summer,Athletics,"Triple Jump, Men (Olympic)",GRE,Bronze
1956,Summer,Athletics,"Pole Vault, Men (Olympic)",GRE,Bronze
1908,Summer,Athletics,"Standing High Jump, Men (Olympic)",GRE,Silver
1908,Summer,Athletics,"Standing Long Jump, Men (Olympic)",GRE,Silver
1912,Summer,Athletics,"Standing High Jump, Men (Olympic)",GRE,Bronze
1912,Summer,Athletics,"Standing Long Jump, Men (Olympic)",GRE,Gold
1896,Summer,Athletics,"Marathon, Men (Olympic)",GRE,Silver
1928,Summer,Athletics,"Long Jump, Men (Olympic)",HAI,Silver
1964,Summer,Athletics,"Javelin Throw, Women (Olympic)",HUN,Silver
1936,Summer,Athletics,"High Jump, Women (Olympic)",HUN,Gold
1948,Summer,Athletics,"Long Jump, Women (Olympic)",HUN,Gold
1968,Summer,Athletics,"Discus Throw, Women (Olympic)",HUN,Bronze
1968,Summer,Athletics,"Pentathlon, Women (Olympic)",HUN,Bronze
1968,Summer,Athletics,"Javelin Throw, Women (Olympic)",HUN,Gold
1900,Summer,Athletics,"Discus Throw, Men (Olympic)",HUN,Gold
1908,Summer,Athletics,"1,600 metres Medley Relay, Men (Olympic)",HUN,Bronze
1952,Summer,Athletics,"4 × 100 metres Relay, Men (Olympic)",HUN,Bronze
1952,Summer,Athletics,"Hammer Throw, Men (Olympic)",HUN,Gold
1896,Summer,Athletics,"800 metres, Men (Olympic)",HUN,Silver
1912,Summer,Athletics,"Team All-Around, Men (Olympic)",HUN,Silver
1952,Summer,Athletics,"Long Jump, Men (Olympic)",HUN,Bronze
1900,Summer,Athletics,"High Jump, Men (Olympic)",HUN,Bronze
1896,Summer,Athletics,"Marathon, Men (Olympic)",HUN,Bronze
1996,Summer,Athletics,"Hammer Throw, Men (Olympic)",HUN,Gold
1968,Summer,Athletics,"50 kilometres Race Walk, Men (Olympic)",HUN,Silver
1912,Summer,Athletics,"Javelin Throw, Men (Olympic)",HUN,Bronze
1956,Summer,Athletics,"10,000 metres, Men (Olympic)",HUN,Silver
1960,Summer,Athletics,"Javelin Throw, Men (Olympic)",HUN,Bronze
1964,Summer,Athletics,"Javelin Throw, Men (Olympic)",HUN,Silver
1968,Summer,Athletics,"Javelin Throw, Men (Olympic)",HUN,Bronze
1968,Summer,Athletics,"Hammer Throw, Men (Olympic)",HUN,Bronze
1948,Summer,Athletics,"Hammer Throw, Men (Olympic)",HUN,Gold
1952,Summer,Athletics,"Hammer Throw, Men (Olympic)",HUN,Bronze
1976,Summer,Athletics,"Javelin Throw, Men (Olympic)",HUN,Gold
1952,Summer,Athletics,"50 kilometres Race Walk, Men (Olympic)",HUN,Bronze
1960,Summer,Athletics,"1,500 metres, Men (Olympic)",HUN,Bronze
1956,Summer,Athletics,"3,000 metres Steeplechase, Men (Olympic)",HUN,Silver
1924,Summer,Athletics,"Pentathlon, Men (Olympic)",HUN,Silver
1908,Summer,Athletics,"High Jump, Men (Olympic)",HUN,Silver
1896,Summer,Athletics,"100 metres, Men (Olympic)",HUN,Bronze
1964,Summer,Athletics,"Shot Put, Men (Olympic)",HUN,Bronze
1948,Summer,Athletics,"Javelin Throw, Men (Olympic)",HUN,Bronze
1960,Summer,Athletics,"Hammer Throw, Men (Olympic)",HUN,Silver
1964,Summer,Athletics,"Hammer Throw, Men (Olympic)",HUN,Silver
1968,Summer,Athletics,"Hammer Throw, Men (Olympic)",HUN,Gold
1900,Summer,Athletics,"200 metres, Men (Olympic)",IND,Silver
1900,Summer,Athletics,"200 metres Hurdles, Men (Olympic)",IND,Silver
2000,Summer,Athletics,"5,000 metres, Women (Olympic)",IRL,Silver
1956,Summer,Athletics,"1,500 metres, Men (Olympic)",IRL,Gold
1928,Summer,Athletics,"Hammer Throw, Men (Olympic)",IRL,Gold
1932,Summer,Athletics,"Hammer Throw, Men (Olympic)",IRL,Gold
1932,Summer,Athletics,"400 metres Hurdles, Men (Olympic)",IRL,Gold
1984,Summer,Athletics,"Marathon, Men (Olympic)",IRL,Silver
1956,Summer,Athletics,"Triple Jump, Men (Olympic)",ISL,Silver
1996,Summer,Athletics,"5,000 metres, Women (Olympic)",ITA,Bronze
1948,Summer,Athletics,"Discus Throw, Women (Olympic)",ITA,Silver
1984,Summer,Athletics,"1,500 metres, Women (Olympic)",ITA,Gold
1960,Summer,Athletics,"100 metres, Women (Olympic)",ITA,Bronze
1996,Summer,Athletics,"Long Jump, Women (Olympic)",ITA,Silver
2000,Summer,Athletics,"Long Jump, Women (Olympic)",ITA,Silver
1996,Summer,Athletics,"10 kilometres Race Walk, Women (Olympic)",ITA,Silver
1948,Summer,Athletics,"Shot Put, Women (Olympic)",ITA,Silver
1972,Summer,Athletics,"1,500 metres, Women (Olympic)",ITA,Bronze
1976,Summer,Athletics,"High Jump, Women (Olympic)",ITA,Silver
1980,Summer,Athletics,"High Jump, Women (Olympic)",ITA,Gold
1984,Summer,Athletics,"High Jump, Women (Olympic)",ITA,Silver
1936,Summer,Athletics,"80 metres Hurdles, Women (Olympic)",ITA,Gold
1912,Summer,Athletics,"10 kilometres Race Walk, Men (Olympic)",ITA,Bronze
1920,Summer,Athletics,"3,000 metres Steeplechase, Men (Olympic)",ITA,Bronze
1984,Summer,Athletics,"Shot Put, Men (Olympic)",ITA,Gold
1988,Summer,Athletics,"10,000 metres, Men (Olympic)",ITA,Silver
1920,Summer,Athletics,"Marathon, Men (Olympic)",ITA,Bronze
2004,Summer,Athletics,"Marathon, Men (Olympic)",ITA,Gold
1932,Summer,Athletics,"1,500 metres, Men (Olympic)",ITA,Gold
1936,Summer,Athletics,"1,500 metres, Men (Olympic)",ITA,Bronze
1984,Summer,Athletics,"50 kilometres Race Walk, Men (Olympic)",ITA,Bronze
1960,Summer,Athletics,"200 metres, Men (Olympic)",ITA,Gold
1924,Summer,Athletics,"Marathon, Men (Olympic)",ITA,Silver
1988,Summer,Athletics,"Marathon, Men (Olympic)",ITA,Gold
1936,Summer,Athletics,"4 × 100 metres Relay, Men (Olympic)",ITA,Silver
1932,Summer,Athletics,"4 × 100 metres Relay, Men (Olympic)",ITA,Bronze
1948,Summer,Athletics,"Discus Throw, Men (Olympic)",ITA,Gold
1952,Summer,Athletics,"Discus Throw, Men (Olympic)",ITA,Silver
1984,Summer,Athletics,"10,000 metres, Men (Olympic)",ITA,Gold
1980,Summer,Athletics,"20 kilometres Race Walk, Men (Olympic)",ITA,Gold
1984,Summer,Athletics,"20 kilometres Race Walk, Men (Olympic)",ITA,Bronze
1988,Summer,Athletics,"20 kilometres Race Walk, Men (Olympic)",ITA,Bronze
1992,Summer,Athletics,"20 kilometres Race Walk, Men (Olympic)",ITA,Bronze
1952,Summer,Athletics,"50 kilometres Race Walk, Men (Olympic)",ITA,Gold
1984,Summer,Athletics,"Long Jump, Men (Olympic)",ITA,Bronze
1920,Summer,Athletics,"3,000 metres Race Walk, Men (Olympic)",ITA,Gold
1920,Summer,Athletics,"10 kilometres Race Walk, Men (Olympic)",ITA,Gold
1924,Summer,Athletics,"10 kilometres Race Walk, Men (Olympic)",ITA,Gold
1932,Summer,Athletics,"50 kilometres Race Walk, Men (Olympic)",ITA,Bronze
1968,Summer,Athletics,"Triple Jump, Men (Olympic)",ITA,Bronze
1996,Summer,Athletics,"3,000 metres Steeplechase, Men (Olympic)",ITA,Bronze
1936,Summer,Athletics,"800 metres, Men (Olympic)",ITA,Silver
1908,Summer,Athletics,"800 metres, Men (Olympic)",ITA,Silver
1980,Summer,Athletics,"4 × 400 metres Relay, Men (Olympic)",ITA,Bronze
1972,Summer,Athletics,"200 metres, Men (Olympic)",ITA,Bronze
1980,Summer,Athletics,"200 metres, Men (Olympic)",ITA,Gold
1948,Summer,Athletics,"4 × 100 metres Relay, Men (Olympic)",ITA,Bronze
1964,Summer,Athletics,"400 metres Hurdles, Men (Olympic)",ITA,Bronze
1936,Summer,Athletics,"Discus Throw, Men (Olympic)",ITA,Bronze
1968,Summer,Athletics,"110 metres Hurdles, Men (Olympic)",ITA,Bronze
